09,16,00,15,18,07,18,00,10,02,10,00,11,11,16,11,00,02,00,11,05,13,10,09,12,04,10,14,16,15,00,13,19,01,09,14,13,00,14,12,
14,14,12,06,16,01,01,03,03,15,08,02,13,15,07,12,14,00,13,06,02,07,06,05,00,03,15,17,07,09,05,00,03,08,06,18,03,10,13,02,
04,07,14,14,00,06,02,08,00,14,03,00,03,14,03,05,12,12,02,08,09,11,18,18,01,03,15,12,11,13,06,00,01,07,00,18,03,05,11,18,
19,17,05,00,17,08,17,11,03,09,10,10,15,09,01,13,08,04,19,04,01,11,19,17,00,10,17,18,10,17,14,12,11,13,02,10,17,08,04,01,
00,13,12,05,01,12,07,08,07,18,02,14,02,04,04,01,17,17,10,10,17,01,16,11,04,07,06,10,19,07,06,06,08,09,19,00,07,04,19,09,
07,18,01,18,07,18,06,16,02,08,01,14,12,02,12,07,10,11,05,00,03,08,09,06,03,16,00,15,16,04,05,11,08,03,11,13,07,08,00,11,
10,18,17,06,02,15,07,09,08,04,16,08,09,08,12,16,09,19,06,06,18,00,14,02,06,11,01,17,13,16,15,00,04,08,15,18,04,01,19,11,
11,19,14,11,08,06,04,18,06,13,17,13,11,02,00,18,01,15,17,15,16,03,13,01,17,13,09,02,10,07,06,19,07,12,11,03,17,03,12,11,
13,11,13,17,04,15,18,03,00,17,09,04,01,12,12,08,01,02,10,02,04,11,12,15,00,13,00,06,12,02,08,03,12,09,07,08,04,10,09,17,
01,09,01,02,08,19,08,03,04,18,11,15,18,18,19,01,10,09,04,18,01,00,16,03,09,14,06,19,01,17,19,04,18,18,03,07,01,18,03,12,
05,14,06,03,19,02,17,15,12,06,03,05,12,09,13,09,09,03,18,19,05,04,19,08,15,13,05,10,11,03,07,01,05,06,06,11,08,07,05,07,
04,01,18,06,04,00,10,06,12,11,16,10,17,12,09,09,18,02,06,02,16,02,11,01,17,05,15,04,05,08,08,12,12,17,04,12,06,06,00,18,
13,03,15,06,13,05,14,12,02,12,11,09,06,00,12,16,14,11,14,16,18,06,01,10,17,07,05,05,14,10,17,02,02,10,11,01,17,06,13,07,
02,15,03,14,18,17,13,14,03,05,06,09,11,13,12,09,14,06,14,08,12,05,19,12,09,17,17,01,17,04,07,08,15,00,02,05,11,00,06,03,
11,07,11,02,12,08,06,17,17,03,01,17,16,18,02,18,07,04,04,04,04,06,14,13,05,19,09,10,07,09,11,03,13,16,09,14,12,11,05,02,
