10,14,09,15,06,09,19,17,05,03,02,16,07,10,02,05,16,13,18,09,05,12,10,10,19,00,01,17,11,06,15,14,13,14,14,18,08,19,11,19,
17,10,11,01,11,02,15,14,18,18,19,14,07,01,05,09,08,16,02,02,17,19,05,09,13,01,09,07,05,09,07,09,05,09,19,06,08,16,07,01,
11,01,16,18,09,09,18,08,05,17,14,15,07,08,02,07,00,14,03,04,00,06,10,07,17,14,17,05,10,08,15,19,09,06,18,06,17,18,04,19,
10,07,00,10,18,04,10,02,12,18,10,00,07,12,05,05,01,14,09,13,00,13,18,02,13,10,12,04,00,01,15,19,19,05,08,01,10,13,06,08,
02,17,09,15,04,04,06,12,05,04,07,18,04,12,04,12,19,09,14,10,09,05,19,06,04,12,07,18,14,15,13,11,02,18,17,18,04,08,04,02,
01,02,00,17,16,00,02,03,03,15,01,19,02,12,17,13,08,11,08,00,12,15,19,17,16,13,04,11,19,12,03,12,04,08,15,12,01,10,07,09,
17,10,08,14,09,18,12,17,09,19,19,06,18,17,09,09,15,15,13,03,13,07,08,19,07,03,05,12,02,17,19,13,16,01,07,09,11,00,00,08,
09,03,09,02,01,08,14,10,16,04,13,02,05,14,02,09,18,11,12,13,17,18,03,15,09,02,03,19,00,18,10,16,04,00,16,19,09,01,10,02,
03,03,18,01,13,00,13,04,09,11,18,00,00,09,01,14,08,01,15,08,12,03,09,07,00,09,07,05,02,15,18,08,08,01,03,18,15,02,02,15,
07,08,11,15,16,05,04,12,09,19,19,16,03,00,09,15,12,03,07,12,04,19,00,12,15,05,12,03,08,08,12,05,10,05,13,00,13,19,05,04,
04,12,19,03,08,16,11,15,07,18,18,16,18,17,15,14,11,16,06,06,08,13,07,16,00,19,10,13,07,02,14,14,12,11,12,09,16,08,06,14,
10,05,19,01,01,12,04,18,02,18,16,05,02,10,00,19,18,09,06,08,17,11,02,18,14,17,05,06,15,03,18,06,09,09,07,15,05,00,05,08,
02,18,14,10,04,14,05,18,08,12,15,12,17,01,06,05,02,01,11,02,17,18,03,18,00,09,08,14,06,14,05,12,16,01,12,11,12,18,17,05,
06,16,19,12,17,05,00,05,04,04,00,18,06,17,06,14,02,18,16,19,19,06,16,15,00,02,07,19,03,13,05,08,03,00,17,06,10,02,18,07,
12,02,02,04,05,03,02,06,01,03,15,04,10,07,03,11,13,02,15,06,05,00,11,11,04,04,18,17,12,09,12,15,09,14,05,18,15,17,04,02,
15,13,19,19,05,06,13,05,09,16,18,08,10,18,10,06,09,18,17,17,14,06,08,06,17,17,11,02,13,06,07,18,01,19,18,18,09,02,07,18,
18,01,10,01,17,08,06,13,06,07,06,06,10,16,04,02,18,18,18,06,00,07,11,07,11,14,04,19,18,16,15,04,05,12,18,13,11,06,16,04,
03,10,17,04,06,04,04,05,13,17,02,04,11,11,12,11,12,06,11,00,00,04,15,09,18,06,06,04,01,11,15,12,00,01,19,07,03,17,18,17,
05,04,01,02,01,07,19,11,14,10,09,11,10,01,15,11,04,11,07,02,01,08,04,03,04,12,19,00,09,16,08,16,00,17,13,18,05,14,15,04,
03,19,10,19,09,12,05,16,05,06,04,04,19,12,01,14,08,00,18,17,16,17,02,09,08,12,13,06,16,10,08,08,04,16,12,11,01,04,19,11,
07,08,06,00,17,08,04,02,00,17,14,07,03,06,02,11,14,06,10,13,02,08,03,17,05,02,13,09,18,10,16,00,19,00,03,07,17,07,01,18,
00,02,13,03,12,18,06,00,14,15,15,11,15,14,15,13,14,13,04,08,04,01,13,02,13,07,17,14,12,14,10,05,19,00,15,11,01,11,13,11,
00,02,04,12,07,08,16,14,06,04,18,16,11,10,05,19,13,16,08,19,18,13,13,01,19,06,02,01,07,06,00,00,08,07,06,04,09,05,15,11,
19,15,14,01,14,16,04,02,14,16,10,00,15,07,01,17,10,13,12,19,14,06,06,11,13,12,07,07,10,14,11,08,15,07,04,15,06,12,02,03,
14,03,09,11,11,13,19,12,13,16,05,19,09,12,15,04,00,06,05,17,06,15,16,16,07,16,08,19,15,06,16,19,03,04,09,06,09,14,10,12,
12,04,19,03,13,07,19,11,05,00,04,15,05,07,14,05,14,17,07,15,01,01,13,04,14,19,16,08,14,10,06,00,19,01,00,13,19,00,07,09,
12,16,03,19,15,10,18,02,02,19,08,08,04,02,18,19,06,02,12,17,11,19,00,08,13,14,07,00,09,11,10,12,01,18,14,14,03,05,15,03,
